timestamp,actTtiss,actTpb,act0Tpb,act0Ttiss,act0Ttiss2,actTtiss2,act0Ttiss3,actTtiss3,act0Ttumor,actTtumor,IL6pb,IL6tiss,IL6tiss2,IL6tiss3,IL6tumor,injection_effect,drug_effect,RTXc_ugperkg,RTXp_ugperkg,Blinc_ug,TDBc_ugperml,TDBp_ugperml,Bpb,Btiss,Btiss2,B1920tiss3,B19no20tiss3,Btumor,restTpb,restTtiss,restTtiss2,restTtiss3,restTtumor,BAFF
3.2,7.376399512196728e8,2.1126060324277915e7,1.5973310776435295e8,3.0884426987483344e9,1.1062173280066511e10,2.616679435912595e9,2.1155512763440068e9,5.0271390004363173e8,0.0,0.0,0.2018671587702598,20397.775924841593,1604.058353224856,164.33099488540321,0.0,1.0881882041201656,0.0,0.0,0.0,0.0,0.01757469116902609,0.024401429295737066,101916.35388217284,3.5511415023150116e8,1.1279854244825658e8,2.6017339732578512e7,1.324879166475515e9,1.0832870676749551e6,3.324727593310185e8,6.38950392899327e9,2.2893797145793396e10,4.597118582284477e9,2.0e6,9.425828585217221
3.4,7.068550790498612e8,2.028818039311563e7,1.7926399289478007e8,3.2302851358527775e9,1.1581761993921286e10,2.516380772024861e9,2.224530918933381e9,4.8673297138552344e8,0.0,0.0,0.1899882056774712,9845.8705420057,985.0611838120811,162.53134530211227,0.0,0.9473228540690105,0.0,0.0,0.0,0.0,0.016528915677031596,0.024198847702694995,104169.92217401079,1.8317166577735302e8,7.98279844157706e7,2.793965090041079e7,1.3865308164909012e9,1.0887170666983933e6,3.5697515186413974e8,6.403572424711309e9,2.2934710523328445e10,4.604505219773426e9,2.0e6,9.635171379197521
3.6,6.778921995121186e8,1.9485811014374644e7,1.9911967358900857e8,3.360421313645558e9,1.2056986337152752e10,2.4189103672822967e9,2.3253732860704374e9,4.706061516582326e8,0.0,0.0,0.1802791492923238,3742.5868168995944,852.1961569490783,162.67240226427006,0.0,0.8246924442330698,0.0,0.0,0.0,0.0,0.015688534876110036,0.023976051880698686,106670.31498558447,7.389986230653636e7,7.618534553285517e7,3.014805299676872e7,1.4474985767136326e9,1.0941742837052082e6,3.814076261827733e8,6.415110875468144e9,2.29719676686376e10,4.61145025821243e9,2.0e6,9.77343132803026
3.8,6.50711277630124e8,1.8720507221652173e7,2.1907592099043337e8,3.4794051091151323e9,1.2490152382773163e10,2.324716454186721e9,2.418242537250925e9,4.545117162613867e8,0.0,0.0,0.17210936173789626,1518.3072017715976,806.2627873766925,163.61379791082064,0.0,0.7179364718731555,0.0,0.0,0.0,0.0,0.015006339510151668,0.023738561777507067,109300.89118627428,3.382206605808022e7,7.794532963637921e7,3.2520570502786122e7,1.507509967287973e9,1.0996588551261027e6,4.055534431962712e8,6.42460146409332e9,2.3005850276129505e10,4.617956371353003e9,2.0e6,9.858471803279354
4.0,6.250504909646225e8,1.798997074050296e7,2.3891179002643585e8,3.587861391666355e9,1.2883606818753445e10,2.2340568865512094e9,2.5033666106160192e9,4.385902321124678e8,0.0,0.0,0.16513912283846977,1060.4099533304961,777.4303588271439,165.07942018610885,0.0,0.6250000000000097,0.0,0.0,0.0,0.0,0.014446066550467025,0.02349060595785727,112049.32244754753,2.6594789811311364e7,8.064497064197533e7,3.5041945931440696e7,1.5663939097172973e9,1.105170918075644e6,4.2921468598175675e8,6.432679484577356e9,2.3036785480320324e10,4.624046082682235e9,2.0e6,9.9054183259567
4.2,6.006318302030264e8,1.729077078203432e7,2.5841541902196115e8,3.6863950656827564e9,1.3239669829884148e10,2.146981829732423e9,2.5810195694444194e9,4.229414292945869e8,0.0,0.0,0.1591312637174387,965.2097197465515,753.4991488448509,166.9920506649211,0.0,0.544094102060085,0.0,0.0,0.0,0.0,0.013979861753655582,0.023235421358646584,114933.16088928154,2.6128040273237992e7,8.347745475919302e7,3.772667142323167e7,1.624112072105785e9,1.110710610355701e6,4.522160088588633e8,6.439983723671468e9,2.306532010224683e10,4.629760677412443e9,2.0e6,9.929494209750668
4.4,5.772818639593644e8,1.6620347155549593e7,2.7738950240295297e8,3.775553718159805e9,1.3560572369887474e10,2.0634123355623965e9,2.651504412826682e9,4.076329956281674e8,0.0,0.0,0.1539190484394448,925.1184374926557,731.977185384766,169.33739030809684,0.0,0.4736614270345046,0.0,0.0,0.0,0.0,0.013586329700323922,0.02297548353554078,117983.1564650243,2.6688514892979518e7,8.630430192052539e7,4.0602141113753274e7,1.6806769341877756e9,1.1162780704588683e6,4.744049562374722e8,6.447032765171106e9,2.3092071794579285e10,4.635155339370494e9,2.0e6,9.941247658802736
4.6,5.548999332370286e8,1.597689612527994e7,2.956572098620893e8,3.855844393981486e9,1.3848424500555082e10,1.9832165993419075e9,2.715140129134289e9,3.9271056526452416e8,0.0,0.0,0.149385623267287,895.3330413930544,712.1815802694211,172.12973454291716,0.0,0.4123462221165372,0.0,0.0,0.0,0.0,0.013249035594855471,0.022712683501608443,121238.59461277313,2.7411667707067713e7,8.911919138067895e7,4.370415138016508e7,1.7361097937589884e9,1.1218734375719351e6,4.956183558066774e8,6.454127839379834e9,2.3117576053695488e10,4.6402831336702795e9,2.0e6,9.946584666252244
4.8,5.334209593110737e8,1.5359019526805788e7,3.130667279462244e8,3.927746670971317e9,1.4105208161574335e10,1.9062483682010403e9,2.772252785496441e9,3.782044070304242e8,0.0,0.0,0.14544931536537556,869.195058146384,693.8382545554642,175.40062797324737,0.0,0.35896823593657945,0.0,0.0,0.0,0.0,0.012955354340063624,0.02244846353594859,124745.86304379461,2.817402986382847e7,9.194482538302398e7,4.7075613349055976e7,1.7904327918179247e9,1.1274968515793707e6,5.157245678785226e8,6.461277066489409e9,2.3142089038943832e10,4.645172981162606e9,2.0e6,9.948608086218298
5.0,5.127965266480148e8,1.4765532326392967e7,3.2949394518457615e8,3.9917171846844525e9,1.43327808429863e10,1.8323626080871408e9,2.8231693204209185e9,3.641336935839283e8,0.0,0.0,0.14205398025588947,845.4603980480401,676.8004969541829,179.19354361682727,0.0,0.3125000000000061,0.0,0.0,0.0,0.0,0.012695586495400788,0.022183921475599517,128558.1004143456,2.8962923037019428e7,9.48110341179615e7,5.07662615020502e7,1.843667714864929e9,1.13314845306682e6,5.34640988126524e8,6.468452474259191e9,2.3165785944594948e10,4.649847624499296e9,2.0e6,9.94891672717081
5.2,4.9298645977938944e8,1.4195373256177777e7,3.4484338652810425e8,4.048190642865556e9,1.4532882995329227e10,1.7614210514920368e9,2.868213134294612e9,3.505093832823257e8,0.0,0.0,0.13916228087052052,823.7592658452422,660.979351068496,183.56021287359653,0.0,0.2720470510300424,0.0,0.0,0.0,0.0,0.012462279294948624,0.021919890800681484,132735.22996656093,2.9783459603142336e7,9.774962376965293e7,5.4832656727801286e7,1.895835815887672e9,1.1388283833246168e6,5.523158598121514e8,6.475630010797248e9,2.318880609468918e10,4.654327451588983e9,2.0e6,9.948326254647665
5.4,4.73955145616129e8,1.3647563597851919e7,3.590476459313797e8,4.097580075793242e9,1.4707146312231115e10,1.6932936462835648e9,2.9077009499353456e9,3.373362827727754e8,0.0,0.0,0.13675065751919324,803.9119305607554,646.3199485622623,188.5572743836816,0.0,0.2368307135172534,0.0,0.0,0.0,0.0,0.012249705197728878,0.021657002128723925,137344.06085839833,3.0644018432546183e7,1.0079315603675982e8,5.93381769457884e7,1.9469577919490092e9,1.1445367843513086e6,5.687259104945453e8,6.482787471347913e9,2.3211257516810246e10,4.6586304527906065e9,2.0e6,9.947247969706932
5.6,4.5566989198443186e8,1.3121187130108377e7,3.7206562852274e8,4.140277283518114e9,1.4857101888646463e10,1.6278584615073323e9,2.941940615130579e9,3.246145845575119e8,0.0,0.0,0.13480530990842754,785.8081066672992,632.7903713429196,194.2426992489739,0.0,0.20617311105826755,0.0,0.0,0.0,0.0,0.012053461443463963,0.021395730432110554,142458.23406363372,3.155390665677029e7,1.0397485622119793e8,6.435278312137152e7,1.9970537869273646e9,1.1502737988572214e6,5.838730687948456e8,6.489903562653331e9,2.3233221234522972e10,4.662772250122624e9,2.0e6,9.945884844323137
5.8,4.3810015402164674e8,1.2615379407300765e7,3.838799382679678e8,4.176653665995614e9,1.4984187956273504e10,1.5650010862855136e9,2.971229621945254e9,3.123410410303185e8,0.0,0.0,0.13331878584025839,769.3781383096014,620.3752861785624,200.67171066047285,0.0,0.1794841179682895,0.0,0.0,0.0,0.0,0.011870162547390577,0.021136431292077214,148157.81304004157,3.2523084535567466e7,1.0732894931167883e8,6.99523695931482e7,2.046143397186906e9,1.156039570268016e6,5.977806265284503e8,6.496957672827002e9,2.325475534266083e10,4.666766189718552e9,2.0e6,9.944332445245951
6.0,4.2121713590752536e8,1.212932130438682e7,3.9449373764003575e8,4.207061353452402e9,1.5089757125673733e10,1.5046139243719068e9,2.995854175523876e9,3.005098719427082e8,0.0,0.0,0.13228692809176193,754.5822786914878,609.0720571741705,207.8920876307504,0.0,0.15625000000000291,0.0,0.0,0.0,0.0,0.011697204172157893,0.020879368734026953,154528.3398213121,3.356229097227478e7,1.108912121376277e8,7.62175273779727e7,2.0942456756690948e9,1.161834242728277e6,6.10489183183214e8,6.503930029328376e9,2.3275898857713852e10,4.670623484259046e9,2.0e6,9.942630721885758
6.2,4.049935606054793e8,1.1662234645119388e7,4.0392736957124734e8,4.2318344946466656e9,1.5175083124391384e10,1.4465955292485075e9,3.016088682274302e9,2.891134687144546e8,0.0,0.0,0.13170605073478647,741.4051032914973,598.8883875391141,215.93893728938343,0.0,0.1360235255150227,0.0,0.0,0.0,0.0,0.011532581814003129,0.020624736598455286,161659.2230073562,3.468327607655275e7,1.1469966236160041e8,8.323159709089373e7,2.1413791331227949e9,1.1676579611051187e6,6.220526498211234e8,6.5108020246535225e9,2.3296675301731934e10,4.674353390817374e9,2.0e6,9.940790461911643
6.4,3.8940351935160464e8,1.1213378944621949e7,4.1221497896765536e8,4.251290576869474e9,1.5241367030076775e10,1.3908500224947422e9,3.0321955541133795e9,2.7814293986172265e8,0.0,0.0,0.13157032549870867,729.8522450824587,589.8409683203861,224.829249694112,0.0,0.11841535675862787,0.0,0.0,0.0,0.0,0.011374751581778112,0.02037267494823878,169641.40849079684,3.589908678898232e7,1.187953506004466e8,9.107797728338565e7,2.1875617358806615e9,1.1735108709918037e6,6.325345188923434e8,6.517556567634126e9,2.3317095970281193e10,4.677963410392371e9,2.0e6,9.938806687290796
6.6,3.744223623292647e8,1.0782048811793765e7,4.194013114236472e8,4.2657316885965276e9,1.5289742998622341e10,1.337286599433233e9,3.044425246296276e9,2.6758852988912034e8,0.0,0.0,0.13186945736805,719.9485674044597,581.9547971691138,234.55677625957267,0.0,0.10308655552913495,0.0,0.0,0.0,0.0,0.011222523298624913,0.02012328266471,178564.4055372332,3.722439803115637e7,1.2322324181647362e8,9.983678180100577e7,2.232810899763558e9,1.1793931187113842e6,6.420045362013747e8,6.524178378202896e9,2.333716284345805e10,4.681459497512533e9,2.0e6,9.93666530853
6.8,3.6002661287095165e8,1.0367571779445667e7,4.2553880864769995e8,4.2754456723580246e9,1.5321283491008646e10,1.2858191127885413e9,3.0530164631663322e9,2.5743993613417298e8,0.0,0.0,0.13258680124857908,711.7373462845514,575.2629316586962,245.08793079229224,0.0,0.08974205898414574,0.0,0.0,0.0,0.0,0.011074978423133892,0.019876627117432124,188512.8810533298,3.867589237363213e7,1.2803318156376433e8,1.0958108490854679e8,2.2771434797354345e9,1.1853048513203594e6,6.50535848859187e8,6.530654186736637e9,2.3356871115548088e10,4.684846270897079e9,2.0e6,9.934346286502926
7.0,3.461938964905846e8,9.969306430950489e6,4.30685068948722e8,4.2807071445353956e9,1.5337004009767197e10,1.2363657217894557e9,3.0581964798948727e9,2.4768654280178553e8,0.0,0.0,0.13369809846060818,705.2801818731302,569.8065013112407,256.3594291810893,0.0,0.07812500000000172,0.0,0.0,0.0,0.0,0.010931407028099456,0.019632751587156043,199563.1584022648,4.027269391283385e7,1.3328094586155808e8,1.2037311785655758e8,2.320575754929697e9,1.1912462166123532e6,6.582026525473313e8,6.536972828126397e9,2.3376211337621082e10,4.68812721866503e9,2.0e6,9.931824971649048
7.0,3.461938964905846e8,9.969306430950489e6,4.30685068948722e8,4.2807071445353956e9,1.5337004009767197e10,1.2363657217894557e9,3.0581964798948727e9,2.4768654280178553e8,0.0,0.0,0.13369809846060818,705.2801818731302,569.8065013112407,256.3594291810893,0.0,10.078125000000002,0.0,0.0,0.0,0.0,0.17406354405909452,0.019632751587156043,199563.1584022648,4.027269391283385e7,1.3328094586155808e8,1.2037311785655758e8,2.320575754929697e9,1.1912462166123532e6,6.582026525473313e8,6.536972828126397e9,2.3376211337621082e10,4.68812721866503e9,2.0e6,9.931824971649048
7.2,3.331473475735618e8,9.59377920254303e6,4.8728512550971135e7,4.433851891931941e9,1.5549271013610437e10,1.189315776187876e9,3.0825281641637435e9,2.393149044955267e8,0.0,0.0,0.3913676568027682,2292.2887563384234,1426.5749692736917,1109.7204635557846,0.0,8.773517395718738,0.0,0.0,0.0,0.0,0.13850352175352418,0.02336486666810164,138049.78407206605,2.0017360631744727e7,4.674288060681514e7,7.242192939631058e7,2.3633829212664247e9,1.1972173631218057e6,7.570054309586765e7,6.819447231069697e9,2.3771518608144283e10,4.73072572557884e9,2.0e6,9.945499984805076
7.4,3.204467532406219e8,9.227887688301256e6,5.497870271826173e7,4.407801104980584e9,1.5553506009936483e10,1.143838978052141e9,3.084941837705042e9,2.3039932171776685e8,0.0,0.0,0.28294853481374854,1691.5863177815174,994.3604341067544,574.4124401842188,0.0,7.63779051093127,0.0,0.0,0.0,0.0,0.1110486127784611,0.02613382353733728,114752.10742742078,1.844520059988837e7,4.200311723998241e7,4.628872930253155e7,2.405478820693342e9,1.2032184401276913e6,8.580388191748086e7,6.824981301965048e9,2.3875574419134827e10,4.745155849610672e9,2.0e6,9.959555656803417
7.6,3.082026763886984e8,8.875057258828478e6,6.188489555635464e7,4.384522596330378e9,1.5537591022081144e10,1.100096963060504e9,3.083874826680653e9,2.2155025520508802e8,0.0,0.0,0.22778125520311157,1443.92128974765,849.8708239159009,367.81441447752377,0.0,6.649082831628991,0.0,0.0,0.0,0.0,0.0898550358632236,0.02816231661831318,106538.6557864578,1.9007140286885012e7,4.3773974697729334e7,3.694342953478424e7,2.4467422301915226e9,1.2092495976572505e6,9.705530566738804e7,6.832897165995806e9,2.397003570525914e10,4.759135243434164e9,2.0e6,9.9667624742741
7.8,2.964111852975565e8,8.535359342912372e6,6.94715235781827e7,4.362119724411618e9,1.5504309874956186e10,1.0580162081510739e9,3.0795450633948884e9,2.1298341871550897e8,0.0,0.0,0.19734738111746997,1260.291669711637,744.2622925288541,293.2920160650614,0.0,5.788362804477266,0.0,0.0,0.0,0.0,0.07349231716140411,0.029622186004077546,106119.00080345986,1.988482465099988e7,4.632027055547395e7,3.6167986780759044e7,2.4871783861555066e9,1.2153109864897283e6,1.0952404728997813e8,6.841814483814785e9,2.405582332508149e10,4.772538125672484e9,2.0e6,9.969856290485831
8.0,2.8506254257823527e8,8.208504797973412e6,7.775545545108306e7,4.339361773363681e9,1.545579026104044e10,1.0175311868768351e9,3.072215969777417e9,2.047511804775017e8,0.0,0.0,0.17706695860438407,1114.331147956994,661.5914735380688,262.81828693951115,0.0,5.039062500000048,0.0,0.0,0.0,0.0,0.060853138626753914,0.030645881900032056,109151.59750203798,2.094286257560808e7,4.9376127527028546e7,3.912596975156484e7,2.5268009314364796e9,1.2214027581601667e6,1.2326963723116624e8,6.850759527739559e9,2.4133520724025864e10,4.785306726425601e9,2.0e6,9.970678227634476
8.2,2.741451715589864e8,7.894121693953246e6,8.674344392342253e7,4.31547100963515e9,1.5393703433998186e10,9.7858467555351e8,3.0621381460003853e9,1.968576368733673e8,0.0,0.0,0.16203645036356512,998.8485876863965,597.2216071975542,249.01957551003687,0.0,4.386758697859463,0.0,0.0,0.0,0.0,0.05108185526030968,0.03133540264620401,114167.0098295247,2.2188385562842313e7,5.297166840052921e7,4.41818602168957e7,2.565623561435788e9,1.227525064963176e6,1.3833785647974783e8,6.85905195489196e9,2.420348850618334e10,4.797397424554399e9,2.0e6,9.970189610125384
8.4,2.6364629167231548e8,7.591816815576546e6,9.642958619652721e7,4.2899786481588798e9,1.5319403444095007e10,9.41123847475455e8,3.0495380151040287e9,1.892950741436076e8,0.0,0.0,0.15070746293336942,908.7237482196713,547.7206097343316,243.93707842406252,0.0,3.8188952554657556,0.0,0.0,0.0,0.0,0.04351821404880623,0.031769239890826376,120857.41041065533,2.3641005602130014e7,5.714695473366623e7,5.0978893399809726e7,2.6036595149869328e9,1.233678059956742e6,1.5475653522450444e8,6.866229687123848e9,2.4265953782423683e10,4.808767414442558e9,2.0e6,9.968873483041415
8.6,2.535526790263352e8,7.301197338207267e6,1.0679291396937135e8,4.262626515308335e9,1.5234022642826433e10,9.050985813570768e8,3.0346197808086576e9,1.8205361880784833e8,0.0,0.0,0.14244087771503994,839.6511861984752,510.2839355432167,244.85633242471178,0.0,3.3245414158145836,0.0,0.0,0.0,0.0,0.03765328779670577,0.03200776109093389,129281.24187880768,2.5320595139940534e7,6.193253575460419e7,5.9558154919314355e7,2.6409215786126513e9,1.2398618969660639e6,1.7253138552646074e8,6.871997603118922e9,2.432107754799238e10,4.819374722939792e9,2.0e6,9.966967058404785
8.8,2.4385117568389764e8,7.021879942846338e6,1.1779529886216845e8,4.2332999337342567e9,1.5138537465257933e10,8.704608267910329e8,3.017569562593228e9,1.75123718323618e8,0.0,0.0,0.13682199281785495,788.0174301570261,482.6276646113069,250.4987928287516,0.0,2.8941814022387033,0.0,0.0,0.0,0.0,0.033095122973889494,0.032097372364321884,139587.878223615,2.724630902938582e7,6.734871974168782e7,7.005485752447763e7,2.67742213195093e9,1.246076730587382e6,1.916421552779932e8,6.876192298442092e9,2.436900593696945e10,4.829181140791345e9,2.0e6,9.964583342061513
